capital_paye_t3,interet_paye_t3,nb_ech_payees_t3,retard_cumule_jours_t3,retard_moyen_jours_t3,nb_mvts_credit_t3,nb_mvts_debit_t3,montant_credit_total_t3,montant_debit_total_t3,montant_moy_t3,premier_mouvement_t3,dernier_mouvement_t3,pct_capital_paye_t3,ecart_prev_reel_t3,ratio_interet_sur_capital_paye_t3,pct_interet_paye_t3,retard_cumule_ratio_t3,ratio_debit_credit_t3,duree_ecart_t3,pct_retards_t3,client_type,credit_type,region,sector,statut_actuel,date_octroi,annee,mois
12474.7,2937.46,13.0,7.0,0.5384615384615384,,,,,,,,1.0074036866612506,0.0,0.23547339815787152,0.1905936611091502,0.5384615384615384,,,0.3076923076923077,Entreprise,Crédit de caisse,NORD-EST,IT,SOLDE,2024-06-16,2024,6
1527825.8599999999,107499.39,2.0,3.0,1.5,4.0,7.0,9471.58,4019.8199999999997,159.73250825959755,2023-02-20,2025-10-07,0.4894911445380537,0.0,0.07036102268880304,0.06573578558760712,1.5,0.4244085991988665,960.0,1.0,Entreprise,Crédit de caisse,OUEST,Transport,SOLDE,2025-03-20,2025,3
34054.22,4516.19,27.0,27.0,1.0,1.0,2.0,1282.19,2934.48,35.953990476190484,2023-01-26,2025-10-09,0.9986044729004121,0.0,0.13261763152995426,0.11708949943752216,1.0,2.2886467684196568,987.0,0.4444444444444444,Particulier,Crédit par signature,Inconnu,Inconnu,SOLDE,2025-08-28,2025,8
186383.41,29974.36,17.0,22.0,1.2941176470588236,13.0,37.0,17010.1,35088.03,438.81002510981085,2023-01-04,2025-10-05,0.9959032885420159,0.0,0.16082096577157806,0.13854071429928308,1.2941176470588236,2.062776232943957,1005.0,0.6470588235294118,Entreprise,Microcrédit,CENTRE-SUD,Commerce,SOLDE,2025-03-15,2025,3
146365.18,15179.22,19.0,282.0,14.842105263157896,6.0,26.0,12728.11,33833.19,778.7759965986395,2022-12-14,2025-09-16,0.21183682484105565,61.0,0.10370786275806855,0.09396314573578533,3.525,2.658147203316125,1007.0,0.9473684210526315,Entreprise,Financement équipement,OUEST,Immobilier,DEFAUT,2024-11-13,2024,11
41979.11,955.17,2.0,0.0,0.0,1.0,8.0,1267.0,2278.42,30.827291884041887,2023-01-18,2025-10-08,0.49263160982937076,0.0,0.022753459994745005,0.022247257902077315,0.0,1.7982794001578533,994.0,0.0,Entreprise,Crédit de caisse,CENTRE-OUEST,Agriculture,SOLDE,2025-01-31,2025,1
68370.27,15711.11,32.0,29.0,0.90625,4.0,32.0,1436.8999999999999,45969.53,373.0321734709735,2022-12-14,2025-10-09,0.9991960573635944,0.0,0.22979447060835068,0.1868559959410752,0.90625,31.992156726285756,1030.0,0.40625,Entreprise,Crédit à la consommation,Inconnu,Industrie,SOLDE,2025-05-15,2025,5
4530.71,362.09,6.0,30.0,5.0,25.0,3.0,23169.91,324.31,89.74682078475361,2022-12-16,2025-10-09,0.9945582263198331,0.0,0.07991904138644935,0.07400465990843688,5.0,0.013997033221104441,1028.0,0.5,Particulier,Crédit de caisse,Inconnu,Inconnu,SOLDE,2025-07-17,2025,7
119512.79,16743.59,17.0,6.0,0.35294117647058826,13.0,40.0,21955.05,28782.780000000002,418.24080555555554,2022-12-24,2025-10-09,0.9966322438654052,0.0,0.14009872918203986,0.12288297986486944,0.35294117647058826,1.3109867661426415,1020.0,0.17647058823529413,Particulier,Crédit par signature,CENTRE-EST,Inconnu,SOLDE,2025-03-09,2025,3
30650.15,3802.29,20.0,32.0,1.6,114.0,43.0,178554.37,57389.450000000004,838.6782223385712,2022-12-29,2025-10-09,0.8283161671390614,0.0,0.12405453154389129,0.11036344595622254,1.6,0.3214116238095993,1015.0,0.35,Particulier,Microcrédit,CENTRE-NORD,Inconnu,SOLDE,2024-12-27,2024,12
77154.71,139684.48,140.0,243.0,1.7357142857142858,81.0,101.0,124011.6,92446.11,756.9329543449236,2023-01-13,2025-10-09,0.997258643242321,0.0,1.810446568978096,0.6441846605311522,1.7357142857142858,0.7454634082618077,1000.0,0.42142857142857143,Particulier,Crédit immobilier,CENTRE-NORD,Inconnu,SOLDE,2024-10-29,2024,10
200558.14,19098.68,6.0,15.0,2.5,1.0,19.0,95.71,29159.93,167.55020132275132,2023-02-13,2025-10-05,0.9911717878342913,0.0,0.09522764820216222,0.08694781250133732,2.5,304.6696269982238,965.0,0.5,Entreprise,Microcrédit,Inconnu,Energie,SOLDE,2024-02-01,2024,2
779027.89,39774.88,20.0,28.0,1.4,6.0,32.0,22004.629999999997,10549.4,473.16788690476193,2023-02-20,2025-10-05,0.9529033669237481,0.0,0.051057068059527366,0.0485768752345574,1.4,0.4794172862711166,958.0,0.65,Entreprise,Crédit de caisse,SUD-OUEST,Santé,SOLDE,2025-01-03,2025,1
10170.74,2617.76,3.0,3.0,1.0,0.0,3.0,0.0,1758.5900000000001,15.192564814814814,2023-02-11,2025-10-05,0.12430470206685222,17.0,0.2573814688016801,0.20469640692809948,0.15,,967.0,0.3333333333333333,Entreprise,Crédit de caisse,CENTRE-EST,Energie,DEFAUT,2025-09-01,2025,9
13207.73,2591.8199999999997,3.0,79.0,26.333333333333332,13.0,25.0,18772.170000000002,20040.44,758.7146007936509,2023-03-08,2025-10-03,0.11826414273935726,17.0,0.19623508354577204,0.1640439126430816,3.95,1.0675611823246858,940.0,0.6666666666666666,Entreprise,Crédit de caisse,NORD-EST,Santé,DEFAUT,2025-02-03,2025,2
7235.280000000001,347.40999999999997,2.0,0.0,0.0,,,,,,,,0.3381917002975598,0.0,0.04801610995013323,0.04581619451672163,0.0,,,0.0,Particulier,Crédit de caisse,SUD,Inconnu,SOLDE,2023-12-21,2023,12
29537.98,9122.89,29.0,26.0,0.896551724137931,10.0,42.0,16028.35,60818.71,605.0143394660894,2022-12-19,2025-10-09,0.9964107868000612,0.0,0.30885287348694795,0.23597218583027232,0.896551724137931,3.7944460908328055,1025.0,0.3448275862068966,Entreprise,Crédit par signature,CENTRE-OUEST,Artisanat,SOLDE,2025-04-02,2025,4
53827.49,6154.07,19.0,20.0,1.0526315789473684,,,,,,,,0.9985850708744621,0.0,0.11432949966643438,0.10259936553834212,1.0526315789473684,,,0.3157894736842105,Entreprise,Crédit de caisse,CENTRE-EST,BTP,SOLDE,2025-03-14,2025,3
11077.85,311.59999999999997,8.0,6.0,0.75,8.0,49.0,7235.610000000001,34044.159999999996,305.86945942205944,2023-01-23,2025-10-09,0.8969214563714429,0.0,0.02812820177200449,0.027358652085921614,0.75,4.705084989378918,990.0,0.375,Entreprise,Crédit de caisse,CENTRE-EST,Santé,SOLDE,2025-01-25,2025,1
14453.300000000001,950.51,4.0,9.0,2.25,6.0,39.0,12675.69,37542.969999999994,435.9794553957947,2023-03-10,2025-10-09,0.3261347348735112,4.0,0.06576421993593158,0.061706162306598165,1.125,2.9618087851627797,944.0,0.5,Particulier,Crédit par signature,NORD-EST,Inconnu,DEFAUT,2024-08-31,2024,8
11897.46,1767.09,4.0,75.0,18.75,13.0,38.0,11220.79,80423.70999999999,1224.2642509157508,2022-12-25,2025-10-07,0.15878930273677735,17.0,0.1485266603123692,0.12931929701307399,3.5714285714285716,7.167383936425153,1017.0,0.75,Particulier,Crédit par signature,Inconnu,Inconnu,DEFAUT,2024-05-26,2024,5
74411.25,15767.33,20.0,33.0,1.65,58.0,160.0,95786.22,155696.07,890.8816877253905,2022-12-20,2025-10-09,1.0024525388930503,0.0,0.21189443800500596,0.17484562298497047,1.65,1.6254537448079693,1024.0,0.55,Entreprise,Avance sur marché,CENTRE-EST,Immobilier,SOLDE,2024-05-12,2024,5
3679.95,124.4,19.0,27.0,1.4210526315789473,3.0,13.0,1988.68,6437.360000000001,164.02272435897436,2023-04-07,2025-10-08,1.00223326751549,0.0,0.03380480713053167,0.032699409886051495,1.4210526315789473,3.2370014280829498,915.0,0.5789473684210527,Entreprise,Crédit par signature,SUD-OUEST,Education,SOLDE,2025-04-23,2025,4
32336.02,15815.55,54.0,51.0,0.9444444444444444,2.0,10.0,2355.04,7698.12,124.01255952380951,2023-08-16,2025-10-05,0.9985745246305222,0.0,0.48910008096234475,0.32845346475722387,0.9444444444444444,3.2687852435627422,781.0,0.4444444444444444,Entreprise,Financement équipement,SUD-OUEST,Education,SOLDE,2025-05-29,2025,5
390291.55,126467.29000000001,22.0,16.0,0.7272727272727273,4.0,16.0,6096.61,18935.95,400.27848571428575,2022-12-19,2025-10-08,0.9946504081085717,0.0,0.32403286722451463,0.24473173985760943,0.7272727272727273,3.105980208673345,1024.0,0.45454545454545453,Entreprise,Crédit par signature,CENTRE-OUEST,Santé,SOLDE,2025-04-03,2025,4
4459.98,907.83,32.0,624.0,19.5,0.0,0.0,0.0,0.0,0.0,2023-01-10,2025-10-09,0.24093413717101,84.0,0.20355024013560602,0.1691248386213372,5.379310344827586,,1003.0,0.9375,Entreprise,Crédit immobilier,NORD-EST,Industrie,DEFAUT,2026-06-18,2026,6
16716.66,668.28,6.0,4.0,0.6666666666666666,7.0,21.0,5642.6,15742.04,157.78349017279015,2023-01-28,2025-10-07,0.9972046443706334,0.0,0.039976885334749884,0.038440167179179224,0.6666666666666666,2.7898557402615816,983.0,0.3333333333333333,Entreprise,Crédit par signature,CENTRE-OUEST,Finance,SOLDE,2025-06-14,2025,6
522032.15,90024.0,11.0,122.0,11.090909090909092,11.0,44.0,12133.509999999998,42338.38,799.0252202380952,2023-05-20,2025-09-29,0.4329400207665718,9.0,0.17244914896525051,0.1470845444490673,6.1,3.4893761162268793,863.0,0.5454545454545454,Entreprise,Crédit de caisse,SUD-OUEST,Autres,DEFAUT,2023-12-16,2023,12
37044.28,1447.5700000000002,2.0,4.0,2.0,2.0,4.0,4259.0199999999995,2539.07,42.653083333333335,2023-03-17,2025-10-07,0.6576295654838337,0.0,0.03907674815113157,0.037607181780039155,2.0,0.5961629670675415,935.0,1.0,Entreprise,Crédit de caisse,NORD,IT,SOLDE,2025-08-23,2025,8
9559.39,677.75,4.0,13.0,3.25,15.0,56.0,25293.52,40478.3,484.5055397043433,2023-01-27,2025-10-06,0.16549067307066417,16.0,0.0708988753466487,0.06620501429110084,0.65,1.6003426964692935,983.0,0.75,Entreprise,Crédit par signature,NORD,Transport,DEFAUT,2023-07-09,2023,7
23678.69,1250.47,8.0,23.0,2.875,10.0,50.0,9974.18,35177.42,225.21732732605864,2023-03-10,2025-10-07,0.879309896645663,0.0,0.05280993163050828,0.050160936028329876,2.875,3.526848322368355,942.0,0.375,Particulier,Crédit par signature,SUD,Inconnu,SOLDE,2024-07-11,2024,7
13180.8,625.47,32.0,57.0,1.78125,1.0,18.0,1349.97,5651.12,31.85521062138756,2022-12-15,2025-10-09,0.9729329934917833,0.0,0.04745311361981064,0.04530332957417174,1.78125,4.186107839433468,1029.0,0.40625,Entreprise,Crédit par signature,NORD-EST,Transport,SOLDE,2025-08-10,2025,8
39325.05,36941.75,233.0,245.0,1.0515021459227467,14.0,65.0,20011.18,40450.34,541.3724600161743,2023-01-10,2025-10-06,0.9976771213962845,0.0,0.9393948640879032,0.48437524584747227,1.0515021459227467,2.021387044642045,1000.0,0.4678111587982833,Entreprise,Crédit immobilier,SUD,BTP,SOLDE,2024-07-25,2024,7
25233.23,12079.3,27.0,16.0,0.5925925925925926,64.0,40.0,70498.54000000001,46753.25,715.2365069315605,2022-12-15,2025-10-04,1.0023209717654162,0.0,0.47870605546733414,0.3237330730454354,0.5925925925925926,0.6631804006153885,1024.0,0.2962962962962963,Particulier,Financement équipement,Inconnu,Inconnu,SOLDE,2024-10-10,2024,10
9338.0,2614.15,8.0,90.0,11.25,48.0,66.0,70283.98,42882.96,191.4812195263688,2022-12-22,2025-10-09,0.2093348362041214,24.0,0.27994752623688157,0.21871797124366746,2.8125,0.6101384696768738,1022.0,0.625,Particulier,Crédit par signature,SUD,Inconnu,DEFAUT,2025-07-01,2025,7
,,,,,5.0,25.0,8631.240000000002,11562.77,85.94297149607539,2022-12-22,2025-10-07,0.0,2.0,,,0.0,1.339641812763867,1020.0,,Entreprise,Crédit de caisse,CENTRE-SUD,Services,DEFAUT,2025-02-17,2025,2
194896.11,67979.36,65.0,43.0,0.6615384615384615,4.0,16.0,12157.22,10968.0,225.09058008658005,2023-01-29,2025-10-05,0.9993473090921396,0.0,0.34879793136969234,0.2585991001746949,0.6615384615384615,0.9021799391637233,980.0,0.3076923076923077,Entreprise,Financement équipement,SUD-OUEST,Energie,SOLDE,2025-06-08,2025,6
25371.18,2942.54,14.0,9.0,0.6428571428571429,8.0,27.0,7119.5,20123.39,423.57654251700677,2023-03-13,2025-10-09,1.0008876201837729,0.0,0.11597962727787986,0.10392629439014019,0.6428571428571429,2.8265173116089612,941.0,0.2857142857142857,Entreprise,Crédit de caisse,NORD,Immobilier,SOLDE,2024-11-01,2024,11
32060.36,38460.9,58.0,943.0,16.25862068965517,10.0,48.0,16157.11,58879.53,625.4159332223333,2022-12-27,2025-10-07,0.2279021297165117,178.0,1.1996403034775656,0.5453802158384577,3.9957627118644066,3.644186986410317,1015.0,0.9827586206896551,Entreprise,Crédit immobilier,NORD,Education,DEFAUT,2025-01-12,2025,1
66385.66,12202.53,14.0,13.0,0.9285714285714286,44.0,195.0,95382.59,204723.21,996.4939605747915,2023-01-01,2025-10-08,1.0047852640023007,0.0,0.18381273907648127,0.15527180356234188,0.9285714285714286,2.1463372927910638,1011.0,0.5,Entreprise,Crédit de caisse,CENTRE-NORD,Immobilier,SOLDE,2024-03-18,2024,3
471303.35000000003,85363.15,18.0,15.0,0.8333333333333334,,,,,,,,0.9970450401370714,0.0,0.18112145818611303,0.1533470219601862,0.8333333333333334,,,0.5,Entreprise,Avance sur marché,SUD-OUEST,Industrie,SOLDE,2025-08-29,2025,8
36597.34,21631.15,135.0,117.0,0.8666666666666667,153.0,108.0,230028.71,103577.75,998.9894775408327,2023-01-08,2025-10-07,0.9997839107778255,0.0,0.5910579839955582,0.3714873938857079,0.8666666666666667,0.4502818365585757,1003.0,0.37777777777777777,Particulier,Crédit immobilier,SUD,Inconnu,SOLDE,2024-06-27,2024,6
153031.26,37181.44,27.0,19.0,0.7037037037037037,,,,,,,,1.0018001223910402,0.0,0.24296630636119707,0.1954729626360385,0.7037037037037037,,,0.37037037037037035,Entreprise,Crédit par signature,NORD-EST,Finance,SOLDE,2024-01-22,2024,1
26208.03,2439.34,2.0,2.0,1.0,24.0,77.0,38580.27,62226.51,407.5867880515454,2023-01-07,2025-10-08,0.08386004987056232,19.0,0.09307605340805854,0.08515057403175232,0.09523809523809523,1.612910174034552,1005.0,0.5,Entreprise,Crédit de caisse,SUD-OUEST,IT,DEFAUT,2025-03-19,2025,3
249622.93,15663.34,2.0,14.0,7.0,3.0,7.0,2686.9300000000003,5395.48,38.59852634620282,2023-01-05,2025-10-09,0.48946950928208555,0.0,0.06274800155578657,0.05904316118583898,7.0,2.008046357739129,1008.0,1.0,Entreprise,Crédit de caisse,NORD-EST,Industrie,SOLDE,2024-07-24,2024,7
205695.08,103343.48,124.0,190.0,1.532258064516129,15.0,53.0,26790.48,53993.52,721.9695341682127,2022-12-12,2025-10-08,0.9997717530165443,0.0,0.5024110445422418,0.3344031890389342,1.532258064516129,2.0153995001209384,1031.0,0.45161290322580644,Entreprise,Crédit immobilier,Inconnu,Finance,SOLDE,2024-10-14,2024,10
2714.45,569.52,17.0,4.0,0.23529411764705882,6.0,23.0,30072.690000000002,8460.949999999999,619.7108476190476,2023-04-13,2025-10-06,0.9974608284093246,0.0,0.20981045884064914,0.17342423956369882,0.23529411764705882,0.2813499557239475,907.0,0.11764705882352941,Particulier,Crédit par signature,SUD,Inconnu,SOLDE,2025-03-03,2025,3
377321.03,471511.67,115.0,94.0,0.8173913043478261,0.0,0.0,0.0,0.0,0.0,2022-12-10,2025-10-08,1.003413703452596,0.0,1.249629976892621,0.5554824525492479,0.8173913043478261,,1033.0,0.40869565217391307,Entreprise,Crédit immobilier,OUEST,Santé,SOLDE,2026-02-11,2026,2
6544.96,451.65,6.0,8.0,1.3333333333333333,2.0,41.0,1693.33,43178.32,836.5109111111111,2023-01-05,2025-10-06,0.24447910876828094,14.0,0.06900729721801202,0.0645526905172648,0.4,25.499058069011948,1005.0,0.5,Entreprise,Avance sur marché,NORD-EST,Commerce,DEFAUT,2024-01-07,2024,1
5507.42,158.74,3.0,37.0,12.333333333333334,0.0,2.0,0.0,1221.37,5.960043956043957,2023-02-24,2025-10-09,0.12249883004411134,17.0,0.028822933424362044,0.028015446086944246,1.85,,958.0,0.6666666666666666,Particulier,Crédit par signature,CENTRE-NORD,Inconnu,DEFAUT,2025-09-06,2025,9
34394.05,18258.36,22.0,67.0,3.0454545454545454,2.0,5.0,2524.7,3983.3,105.34568253968253,2023-02-09,2025-10-08,0.9860023645216259,0.0,0.5308580990025891,0.3467715912718905,3.0454545454545454,1.5777320077632988,972.0,0.5,Particulier,Financement équipement,NORD-EST,Inconnu,SOLDE,2025-07-13,2025,7
117737.64,15842.24,20.0,20.0,1.0,,,,,,,,0.9092147760633409,0.0,0.13455544038423056,0.11859750136023478,1.0,,,0.5,Entreprise,Crédit par signature,CENTRE-EST,Artisanat,SOLDE,2024-11-06,2024,11
212873.38,11004.66,12.0,4.0,0.3333333333333333,16.0,82.0,19401.379999999997,93261.61,830.6820946275947,2023-01-28,2025-10-08,0.9952071673600795,0.0,0.05169580151355702,0.0491547094123211,0.3333333333333333,4.806957546318871,984.0,0.16666666666666666,Entreprise,Crédit par signature,Inconnu,Finance,SOLDE,2024-05-27,2024,5
20787.53,4261.6,6.0,57.0,9.5,19.0,63.0,36658.51,71991.01,981.4838802170052,2023-04-13,2025-10-08,0.16166488106459212,27.0,0.20500752133610875,0.17012966118982978,1.7272727272727273,1.9638280442931257,909.0,0.6666666666666666,Entreprise,Crédit par signature,Inconnu,Santé,DEFAUT,2024-04-27,2024,4
9199.619999999999,944.29,6.0,7.0,1.1666666666666667,5.0,34.0,5806.389999999999,31871.17,709.000641025641,2023-05-05,2025-09-15,0.24762752267500449,15.0,0.10264445705366092,0.09308935114763439,0.3333333333333333,5.488981966419755,864.0,0.3333333333333333,Entreprise,Crédit par signature,OUEST,Commerce,DEFAUT,2024-05-04,2024,5
7411.08,1586.13,4.0,217.0,54.25,6.0,27.0,9613.48,19961.33,517.9886111111111,2023-01-09,2025-10-04,0.12929976844582344,16.0,0.21402143817095487,0.17629131697492892,10.85,2.0763896112541973,999.0,1.0,Particulier,Crédit de caisse,Inconnu,Inconnu,DEFAUT,2024-12-13,2024,12
19798.36,2070.19,11.0,20.0,1.8181818181818181,,,,,,,,0.9895652199990705,0.0,0.10456371133770676,0.09466516984436554,1.8181818181818181,,,0.45454545454545453,Entreprise,Crédit de caisse,NORD,Finance,SOLDE,2025-07-26,2025,7
35719.47,15823.25,64.0,44.0,0.6875,12.0,60.0,13569.310000000001,47729.61,221.719140693706,2022-12-19,2025-10-02,0.9984913388256762,0.0,0.44298669605120117,0.306992917719515,0.6875,3.5174677268040893,1018.0,0.375,Entreprise,Financement équipement,Inconnu,Services,SOLDE,2025-05-15,2025,5
20507.69,4772.59,31.0,82.0,2.6451612903225805,14.0,77.0,16198.96,67447.93000000001,533.3086528083028,2023-01-13,2025-10-09,0.9993026995419549,0.0,0.23272196917351493,0.18878707039637221,2.6451612903225805,4.163719769664226,1000.0,0.5483870967741935,Particulier,Financement équipement,NORD-EST,Inconnu,SOLDE,2025-01-17,2025,1
1305750.58,388422.58,27.0,38.0,1.4074074074074074,7.0,43.0,10047.96,23155.07,256.42588882043884,2023-01-05,2025-10-09,1.0027981184620347,0.0,0.29747073135514135,0.22926970463869228,1.4074074074074074,2.3044548346131952,1008.0,0.5925925925925926,Entreprise,Financement équipement,Inconnu,Restauration,SOLDE,2025-04-15,2025,4
37120.630000000005,1459.7,2.0,2.0,1.0,1.0,1.0,6300.24,338.2,23.84046423751687,2023-01-23,2025-10-09,0.4973955513868418,0.0,0.03932314726339504,0.037835342517806354,1.0,0.05368049471131259,990.0,0.5,Entreprise,Crédit de caisse,CENTRE,Immobilier,SOLDE,2023-03-01,2023,3
3224.26,167.32,2.0,0.0,0.0,10.0,3.0,13635.679999999998,1014.6199999999999,44.33268288907042,2022-12-20,2025-10-09,0.33069333333333334,0.0,0.051894078021003265,0.049333938754208946,0.0,0.07440919704774533,1024.0,0.0,Particulier,Crédit de caisse,SUD,Inconnu,DEFAUT,2024-07-16,2024,7
457156.03,101834.67,13.0,328.0,25.23076923076923,7.0,43.0,7054.219999999999,53417.509999999995,388.10322959850606,2023-01-25,2025-09-28,0.20177609614858366,43.0,0.22275692174507683,0.18217596464485006,5.857142857142857,7.572419062632013,977.0,0.8461538461538461,Entreprise,Financement équipement,CENTRE,Industrie,DEFAUT,2025-02-20,2025,2
115728.84,224497.68,193.0,229.0,1.1865284974093264,5.0,32.0,5014.849999999999,57888.3,809.0779087301587,2023-01-19,2025-10-08,0.9972580084765627,0.0,1.9398594162008365,0.6598476803042866,1.1865284974093264,11.543376172766884,993.0,0.40932642487046633,Entreprise,Crédit immobilier,NORD-EST,Agriculture,SOLDE,2024-12-07,2024,12
93002.45,8933.41,8.0,11.0,1.375,6.0,24.0,7045.610000000001,41957.45,954.7576169312168,2022-12-16,2025-10-09,0.9923013315692886,0.0,0.09605564154492705,0.08763755953989107,1.375,5.955119570910112,1028.0,0.5,Particulier,Crédit par signature,CENTRE-SUD,Inconnu,SOLDE,2025-03-12,2025,3
1749.24,207.26,16.0,343.0,21.4375,15.0,60.0,22766.87,49597.56,663.3128649591149,2023-01-13,2025-10-07,0.24671236354404671,40.0,0.11848574237954769,0.10593406593406593,6.125,2.1784970880933567,998.0,0.875,Entreprise,Financement équipement,CENTRE-SUD,IT,DEFAUT,2024-10-07,2024,10
22381.22,4871.52,27.0,35.0,1.2962962962962963,0.0,1.0,0.0,60.51,2.017,2022-12-27,2025-09-25,1.0003911056758596,0.0,0.21766105690395787,0.17875340241017967,1.2962962962962963,,1003.0,0.6296296296296297,Entreprise,Crédit par signature,NORD,Santé,SOLDE,2025-08-24,2025,8
55485.46,7631.19,3.0,3.0,1.0,12.0,76.0,17779.52,80374.5,717.756091005291,2022-12-24,2025-10-09,0.1252374944565065,17.0,0.13753495059786833,0.12090613174178287,0.15,4.520622603984809,1020.0,0.3333333333333333,Entreprise,Crédit par signature,SUD,Santé,DEFAUT,2024-09-04,2024,9
76828.94,2757.58,2.0,1.0,0.5,0.0,6.0,0.0,1919.06,20.506000000000004,2023-01-16,2025-10-09,0.4938332660139039,0.0,0.03589246448018155,0.034648832490728323,0.5,,997.0,0.5,Entreprise,Crédit de caisse,CENTRE,Agriculture,SOLDE,2024-05-24,2024,5
,,,,,3.0,16.0,5309.82,18640.49,106.54151623931624,2022-12-23,2025-10-07,0.0,2.0,,,0.0,3.5105690965042133,1019.0,,Entreprise,Crédit de caisse,CENTRE-NORD,Agriculture,DEFAUT,2025-08-11,2025,8
2309.25,78.05000000000001,2.0,1.0,0.5,2.0,9.0,451.07,7690.7,39.143173861424096,2022-12-23,2025-10-09,0.6533437449604047,0.0,0.03379885244126882,0.03269383822728606,0.5,17.049903562639944,1021.0,0.5,Entreprise,Crédit de caisse,CENTRE-SUD,Artisanat,SOLDE,2024-08-12,2024,8
72720.08,1976.25,8.0,4.0,0.5,,,,,,,,0.7323492149813187,0.0,0.027176125218784136,0.026457123127735994,0.5,,,0.25,Entreprise,Crédit de caisse,SUD-OUEST,Restauration,SOLDE,2025-08-30,2025,8
67157.37,63139.84,100.0,185.0,1.85,51.0,67.0,87598.48,75036.17000000001,561.724352910884,2023-01-21,2025-10-06,0.9964149319722844,0.0,0.9401773774047435,0.48458320788296233,1.85,0.856592146347745,989.0,0.5,Particulier,Crédit immobilier,Inconnu,Inconnu,SOLDE,2025-03-21,2025,3
11113.97,586.77,18.0,28.0,1.5555555555555556,3.0,6.0,1402.27,1497.96,10.184541814764183,2022-12-14,2025-10-08,0.9897612775560293,0.0,0.052795715662360077,0.05014811029046026,1.5555555555555556,1.0682393547604956,1029.0,0.5555555555555556,Particulier,Crédit à la consommation,CENTRE-SUD,Inconnu,SOLDE,2025-08-24,2025,8
4706.98,799.98,3.0,15.0,5.0,,,,,,,,0.1249333791981722,18.0,0.16995610773787015,0.14526708020396012,0.7142857142857143,,,0.6666666666666666,Entreprise,Crédit par signature,CENTRE,Restauration,DEFAUT,2025-05-03,2025,5
2947.76,339.14,8.0,10.0,1.25,1.0,0.0,626.58,0.0,2.320666666666667,2022-12-18,2025-10-09,0.7311819422051347,0.0,0.11505007191901646,0.10317928747452006,1.25,0.0,1026.0,0.75,Entreprise,Crédit par signature,SUD-OUEST,Finance,SOLDE,2025-09-08,2025,9
6777.79,1487.18,17.0,12.0,0.7058823529411765,13.0,44.0,25950.410000000003,30404.93,545.933915216154,2023-01-28,2025-10-04,1.0008372562801604,0.0,0.2194196043253037,0.17993773722106676,0.7058823529411765,1.1716550913839126,980.0,0.47058823529411764,Entreprise,Financement équipement,CENTRE-NORD,Finance,SOLDE,2025-04-10,2025,4
7066.86,1168.57,4.0,22.0,5.5,17.0,58.0,30534.13,49733.79,392.3669972719002,2023-01-18,2025-10-09,0.15801385594539188,17.0,0.1653591552683936,0.14189544443945246,1.0476190476190477,1.6287934190363373,995.0,1.0,Entreprise,Crédit de caisse,CENTRE-SUD,IT,DEFAUT,2025-03-28,2025,3
11753.28,724.3800000000001,2.0,2.0,1.0,3.0,8.0,15329.84,2273.14,57.068746085996985,2023-02-09,2025-10-09,0.340014267935159,0.0,0.06163215715102508,0.058054154384716374,1.0,0.14828204338727605,973.0,0.5,Entreprise,Crédit de caisse,Inconnu,Education,SOLDE,2024-03-16,2024,3
4719.9,284.01,1.0,2.0,2.0,33.0,30.0,50587.3,17794.98,152.80762500742887,2022-12-24,2025-10-09,0.0843516508968629,7.0,0.0601728850187504,0.05675761554464409,0.25,0.35176773617093615,1020.0,1.0,Particulier,Crédit de caisse,NORD,Inconnu,DEFAUT,2025-07-10,2025,7
31796.85,3438.71,9.0,11.0,1.2222222222222223,13.0,37.0,40450.98,37311.87,553.2178304954305,2022-12-17,2025-10-08,0.8174445027452659,0.0,0.1081462471911526,0.09759203486477866,1.2222222222222223,0.9223971829607095,1026.0,0.5555555555555556,Entreprise,Crédit de caisse,NORD,Finance,SOLDE,2025-05-03,2025,5
16302.21,1186.53,8.0,35.0,4.375,,,,,,,,0.9937124208185617,0.0,0.0727833833572258,0.06784536793388203,4.375,,,0.625,Particulier,Crédit de caisse,SUD-OUEST,Inconnu,SOLDE,2026-07-25,2026,7
5400.15,689.66,34.0,32.0,0.9411764705882353,32.0,112.0,41648.020000000004,95781.4,824.7024905181964,2022-12-29,2025-10-06,1.0065779908515786,0.0,0.1277112672796126,0.11324819657756154,0.9411764705882353,2.299782798798118,1012.0,0.5294117647058824,Entreprise,Financement équipement,CENTRE-NORD,Autres,SOLDE,2023-09-02,2023,9
223134.28,10428.86,8.0,9.0,1.125,13.0,38.0,17430.21,38296.82,532.9661519395637,2023-02-18,2025-10-07,0.8953043984591094,0.0,0.04673804491179034,0.044651138017754,1.125,2.1971519562873887,962.0,0.5,Entreprise,Crédit de caisse,NORD,Artisanat,SOLDE,2024-10-19,2024,10
16717.16,850.4100000000001,2.0,2.0,1.0,4.0,12.0,6828.44,8061.2,179.67619920634922,2023-01-14,2025-09-29,0.3277230630374189,0.0,0.0508704827853535,0.04840794714351502,1.0,1.1805331818101938,989.0,0.5,Entreprise,Crédit de caisse,CENTRE-OUEST,Services,SOLDE,2025-05-18,2025,5
